Area,Date,Confirmed,Deaths
AK,2020-03-23 19:00:00-04:00,36,0
AL,2020-03-24 12:00:00-04:00,215,0
AR,2020-03-24 00:00:00-04:00,218,0
AZ,2020-03-24 00:00:00-04:00,357,5
CA,2020-03-23 00:00:00-04:00,1733,27
CO,2020-03-23 18:13:00-04:00,720,7
CT,2020-03-24 16:00:00-04:00,618,12
DC,2020-03-23 19:30:00-04:00,137,2
DE,2020-03-24 10:45:00-04:00,91,0
FL,2020-03-24 11:00:00-04:00,1412,18
GA,2020-03-24 12:00:00-04:00,1026,32
HI,2020-03-23 18:00:00-04:00,77,1
IA,2020-03-24 00:00:00-04:00,124,0
ID,2020-03-23 19:00:00-04:00,50,0
IL,2020-03-24 00:00:00-04:00,1551,16
IN,2020-03-24 11:00:00-04:00,365,12
KS,2020-03-24 12:00:00-04:00,98,2
KY,2020-03-23 17:00:00-04:00,124,4
LA,2020-03-24 13:00:00-04:00,1388,46
MA,2020-03-24 12:30:00-04:00,1159,11
MD,2020-03-24 10:00:00-04:00,349,3
ME,2020-03-24 12:00:00-04:00,125,0
MI,2020-03-24 11:00:00-04:00,1791,24
MN,2020-03-24 00:00:00-04:00,262,1
MO,2020-03-23 15:00:00-04:00,183,3
MS,2020-03-23 19:00:00-04:00,320,1
MT,2020-03-24 10:00:00-04:00,46,0
NC,2020-03-24 09:45:00-04:00,398,0
ND,2020-03-24 11:17:00-04:00,34,0
NE,2020-03-23 00:00:00-04:00,52,0
NH,2020-03-23 09:00:00-04:00,101,1
NJ,2020-03-24 01:30:00-04:00,3675,44
NM,2020-03-23 00:00:00-04:00,83,0
NV,2020-03-23 14:59:00-04:00,278,4
NY,2020-03-24 11:30:00-04:00,25665,210
OH,2020-03-24 14:00:00-04:00,564,8
OK,2020-03-24 08:00:00-04:00,106,3
OR,2020-03-24 11:00:00-04:00,209,8
PA,2020-03-24 12:00:00-04:00,851,7
RI,2020-03-23 00:00:00-04:00,106,0
SC,2020-03-23 16:35:00-04:00,298,5
SD,2020-03-24 12:30:00-04:00,30,1
TN,2020-03-24 15:00:00-04:00,667,2
TX,2020-03-23 21:00:00-04:00,410,9
UT,2020-03-24 15:00:00-04:00,299,1
VA,2020-03-24 00:00:00-04:00,290,7
VT,2020-03-24 13:00:00-04:00,95,7
WA,2020-03-23 18:07:00-04:00,2221,110
WI,2020-03-24 16:00:00-04:00,457,5
WV,2020-03-23 00:00:00-04:00,20,0
WY,2020-03-24 00:00:00-04:00,29,0
PR,2020-03-23 07:00:00-04:00,39,2
AS,2020-03-24 00:00:00-04:00,0,0
GU,2020-03-24 06:45:00-04:00,32,1
MP,2020-03-23 01:30:00-04:00,0,0
VI,2020-03-23 20:30:00-04:00,17,0
