Area,Date,Confirmed,Deaths
AK,2020-04-22 14:00:00-04:00,335,9
AL,2020-04-23 00:00:00-04:00,5654,203
AR,2020-04-23 00:00:00-04:00,2438,44
AZ,2020-04-22 00:00:00-04:00,5459,229
CA,2020-04-21 00:00:00-04:00,35396,1354
CO,2020-04-22 00:00:00-04:00,10878,508
CT,2020-04-22 16:00:00-04:00,22469,1544
DC,2020-04-22 00:00:00-04:00,3361,139
DE,2020-04-21 18:00:00-04:00,3200,89
FL,2020-04-22 11:17:00-04:00,28309,910
GA,2020-04-22 18:28:00-04:00,21102,846
HI,2020-04-22 18:00:00-04:00,592,12
IA,2020-04-21 12:00:00-04:00,3748,90
ID,2020-04-22 19:00:00-04:00,1802,54
IL,2020-04-22 00:00:00-04:00,35108,1565
IN,2020-04-21 23:59:00-04:00,12438,661
KS,2020-04-22 12:00:00-04:00,2211,110
KY,2020-04-22 17:00:00-04:00,3373,185
LA,2020-04-22 13:00:00-04:00,25258,1473
MA,2020-04-22 16:00:00-04:00,42944,2182
MD,2020-04-23 10:00:00-04:00,15737,748
ME,2020-04-22 11:45:00-04:00,907,39
MI,2020-04-22 11:00:00-04:00,33966,2813
MN,2020-04-21 17:00:00-04:00,2721,179
MO,2020-04-22 15:00:00-04:00,6137,208
MS,2020-04-21 19:00:00-04:00,4894,193
MT,2020-04-22 00:00:00-04:00,439,14
NC,2020-04-22 11:00:00-04:00,7220,242
ND,2020-04-22 13:10:00-04:00,679,14
NE,2020-04-22 19:45:00-04:00,1813,45
NH,2020-04-22 09:00:00-04:00,1588,48
NJ,2020-04-22 13:00:00-04:00,95865,5063
NM,2020-04-22 19:11:00-04:00,2210,71
NV,2020-04-22 19:00:00-04:00,4081,187
NY,2020-04-22 00:00:00-04:00,257216,15302
OH,2020-04-22 14:00:00-04:00,13609,610
OK,2020-04-22 00:00:00-04:00,2894,170
OR,2020-04-22 11:00:00-04:00,2059,78
PA,2020-04-22 00:00:00-04:00,35045,1622
RI,2020-04-22 12:00:00-04:00,5841,181
SC,2020-04-21 23:59:00-04:00,4761,140
SD,2020-04-22 11:40:00-04:00,1858,9
TN,2020-04-22 15:00:00-04:00,7842,166
TX,2020-04-22 13:15:00-04:00,21069,543
UT,2020-04-22 15:00:00-04:00,3445,34
VA,2020-04-23 00:00:00-04:00,10627,372
VT,2020-04-22 10:35:00-04:00,823,40
WA,2020-04-22 02:59:00-04:00,12494,692
WI,2020-04-22 16:00:00-04:00,4845,246
WV,2020-04-23 10:00:00-04:00,967,29
WY,2020-04-22 23:00:00-04:00,326,6
PR,2020-04-22 06:05:00-04:00,915,67
AS,2020-04-06 00:00:00-04:00,0,0
GU,2020-04-23 07:45:00-04:00,135,5
MP,2020-04-23 00:00:00-04:00,14,2
VI,2020-04-22 20:30:00-04:00,54,3
