Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-12T03:30:00+02:00,1980,95,1865
Bielefeld,2020-06-12T03:30:00+02:00,414,5,399
Bochum,2020-06-12T03:30:00+02:00,578,19,501
Bonn,2020-06-12T03:30:00+02:00,747,8,730
Borken (Kreis),2020-06-12T03:30:00+02:00,1107,38,1041
Bottrop,2020-06-12T03:30:00+02:00,208,7,192
Coesfeld (Kreis),2020-06-12T03:30:00+02:00,866,24,833
Dortmund,2020-06-12T03:30:00+02:00,807,8,725
Duisburg,2020-06-12T03:30:00+02:00,1304,57,1050
Düren (Kreis),2020-06-12T03:30:00+02:00,603,39,552
Düsseldorf,2020-06-12T03:30:00+02:00,1531,33,1350
Ennepe-Ruhr-Kreis,2020-06-12T03:30:00+02:00,456,14,411
Essen,2020-06-12T03:30:00+02:00,881,41,784
Euskirchen (Kreis),2020-06-12T03:30:00+02:00,471,22,421
Gelsenkirchen,2020-06-12T03:30:00+02:00,440,14,372
Gütersloh (Kreis),2020-06-12T03:30:00+02:00,742,20,647
Hagen,2020-06-12T03:30:00+02:00,333,13,315
Hamm,2020-06-12T03:30:00+02:00,478,36,431
Heinsberg (Kreis),2020-06-12T03:30:00+02:00,1902,78,1774
Herford (Kreis),2020-06-12T03:30:00+02:00,338,7,324
Herne,2020-06-12T03:30:00+02:00,203,2,184
Hochsauerlandkreis,2020-06-12T03:30:00+02:00,611,17,588
Höxter (Kreis),2020-06-12T03:30:00+02:00,363,17,330
Kleve (Kreis),2020-06-12T03:30:00+02:00,762,36,634
Köln,2020-06-12T03:30:00+02:00,2531,100,2370
Krefeld,2020-06-12T03:30:00+02:00,644,22,603
Leverkusen,2020-06-12T03:30:00+02:00,244,5,233
Lippe (Kreis),2020-06-12T03:30:00+02:00,747,29,713
Märkischer Kreis,2020-06-12T03:30:00+02:00,605,30,566
Mettmann (Kreis),2020-06-12T03:30:00+02:00,968,79,862
Minden-Lübbecke (Kreis),2020-06-12T03:30:00+02:00,489,11,467
Mönchengladbach,2020-06-12T03:30:00+02:00,641,41,542
Mülheim / Ruhr,2020-06-12T03:30:00+02:00,220,11,191
Münster,2020-06-12T03:30:00+02:00,728,13,693
Oberbergischer Kreis,2020-06-12T03:30:00+02:00,490,18,463
Oberhausen,2020-06-12T03:30:00+02:00,266,10,248
Olpe (Kreis),2020-06-12T03:30:00+02:00,637,56,577
Paderborn (Kreis),2020-06-12T03:30:00+02:00,667,33,597
Recklinghausen (Kreis),2020-06-12T03:30:00+02:00,1302,40,1216
Remscheid,2020-06-12T03:30:00+02:00,240,18,221
Rhein-Erft-Kreis,2020-06-12T03:30:00+02:00,1102,76,1006
Rheinisch-Bergischer Kreis,2020-06-12T03:30:00+02:00,469,21,433
Rhein-Kreis Neuss,2020-06-12T03:30:00+02:00,714,20,691
Rhein-Sieg-Kreis,2020-06-12T03:30:00+02:00,1447,49,1373
Siegen-Wittgenstein (Kreis),2020-06-12T03:30:00+02:00,314,8,304
Soest (Kreis),2020-06-12T03:30:00+02:00,366,8,352
Solingen,2020-06-12T03:30:00+02:00,258,8,235
Steinfurt (Kreis),2020-06-12T03:30:00+02:00,1327,82,1234
Unna (Kreis),2020-06-12T03:30:00+02:00,689,38,588
Viersen (Kreis),2020-06-12T03:30:00+02:00,712,36,665
Warendorf (Kreis),2020-06-12T03:30:00+02:00,513,20,465
Wesel (Kreis),2020-06-12T03:30:00+02:00,650,27,566
Wuppertal,2020-06-12T03:30:00+02:00,953,84,810
