Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-14T03:30:00+02:00,1982,95,1869
Bielefeld,2020-06-14T03:30:00+02:00,414,5,399
Bochum,2020-06-14T03:30:00+02:00,581,19,517
Bonn,2020-06-14T03:30:00+02:00,748,8,732
Borken (Kreis),2020-06-14T03:30:00+02:00,1108,38,1052
Bottrop,2020-06-14T03:30:00+02:00,210,7,197
Coesfeld (Kreis),2020-06-14T03:30:00+02:00,867,24,835
Dortmund,2020-06-14T03:30:00+02:00,822,8,727
Duisburg,2020-06-14T03:30:00+02:00,1322,57,1068
Düren (Kreis),2020-06-14T03:30:00+02:00,604,39,555
Düsseldorf,2020-06-14T03:30:00+02:00,1538,33,1380
Ennepe-Ruhr-Kreis,2020-06-14T03:30:00+02:00,456,14,416
Essen,2020-06-14T03:30:00+02:00,889,41,796
Euskirchen (Kreis),2020-06-14T03:30:00+02:00,471,22,423
Gelsenkirchen,2020-06-14T03:30:00+02:00,440,14,372
Gütersloh (Kreis),2020-06-14T03:30:00+02:00,777,20,660
Hagen,2020-06-14T03:30:00+02:00,344,13,315
Hamm,2020-06-14T03:30:00+02:00,481,36,436
Heinsberg (Kreis),2020-06-14T03:30:00+02:00,1903,78,1781
Herford (Kreis),2020-06-14T03:30:00+02:00,338,7,324
Herne,2020-06-14T03:30:00+02:00,205,2,188
Hochsauerlandkreis,2020-06-14T03:30:00+02:00,614,17,591
Höxter (Kreis),2020-06-14T03:30:00+02:00,363,17,332
Kleve (Kreis),2020-06-14T03:30:00+02:00,772,37,649
Köln,2020-06-14T03:30:00+02:00,2538,100,2377
Krefeld,2020-06-14T03:30:00+02:00,644,22,608
Leverkusen,2020-06-14T03:30:00+02:00,244,5,233
Lippe (Kreis),2020-06-14T03:30:00+02:00,749,29,715
Märkischer Kreis,2020-06-14T03:30:00+02:00,605,30,567
Mettmann (Kreis),2020-06-14T03:30:00+02:00,972,79,874
Minden-Lübbecke (Kreis),2020-06-14T03:30:00+02:00,489,12,469
Mönchengladbach,2020-06-14T03:30:00+02:00,643,41,557
Mülheim / Ruhr,2020-06-14T03:30:00+02:00,220,11,192
Münster,2020-06-14T03:30:00+02:00,729,13,696
Oberbergischer Kreis,2020-06-14T03:30:00+02:00,490,18,463
Oberhausen,2020-06-14T03:30:00+02:00,269,10,248
Olpe (Kreis),2020-06-14T03:30:00+02:00,639,56,579
Paderborn (Kreis),2020-06-14T03:30:00+02:00,668,33,602
Recklinghausen (Kreis),2020-06-14T03:30:00+02:00,1307,40,1225
Remscheid,2020-06-14T03:30:00+02:00,240,18,221
Rhein-Erft-Kreis,2020-06-14T03:30:00+02:00,1103,76,1007
Rheinisch-Bergischer Kreis,2020-06-14T03:30:00+02:00,469,21,436
Rhein-Kreis Neuss,2020-06-14T03:30:00+02:00,717,20,694
Rhein-Sieg-Kreis,2020-06-14T03:30:00+02:00,1447,49,1378
Siegen-Wittgenstein (Kreis),2020-06-14T03:30:00+02:00,314,8,304
Soest (Kreis),2020-06-14T03:30:00+02:00,371,8,353
Solingen,2020-06-14T03:30:00+02:00,259,8,238
Steinfurt (Kreis),2020-06-14T03:30:00+02:00,1328,82,1237
Unna (Kreis),2020-06-14T03:30:00+02:00,689,38,588
Viersen (Kreis),2020-06-14T03:30:00+02:00,712,36,668
Warendorf (Kreis),2020-06-14T03:30:00+02:00,520,20,470
Wesel (Kreis),2020-06-14T03:30:00+02:00,654,27,569
Wuppertal,2020-06-14T03:30:00+02:00,953,84,841
