Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-26T03:30:00+02:00,2058,100,1922
Bielefeld,2020-07-26T03:30:00+02:00,567,5,507
Bochum,2020-07-26T03:30:00+02:00,755,20,627
Bonn,2020-07-26T03:30:00+02:00,801,9,761
Borken (Kreis),2020-07-26T03:30:00+02:00,1147,38,1084
Bottrop,2020-07-26T03:30:00+02:00,242,7,221
Coesfeld (Kreis),2020-07-26T03:30:00+02:00,883,25,858
Dortmund,2020-07-26T03:30:00+02:00,1181,15,1046
Duisburg,2020-07-26T03:30:00+02:00,1870,64,1645
Düren (Kreis),2020-07-26T03:30:00+02:00,667,39,581
Düsseldorf,2020-07-26T03:30:00+02:00,2049,44,1955
Ennepe-Ruhr-Kreis,2020-07-26T03:30:00+02:00,554,14,472
Essen,2020-07-26T03:30:00+02:00,1131,42,993
Euskirchen (Kreis),2020-07-26T03:30:00+02:00,575,23,503
Gelsenkirchen,2020-07-26T03:30:00+02:00,613,17,526
Gütersloh (Kreis),2020-07-26T03:30:00+02:00,2626,20,2464
Hagen,2020-07-26T03:30:00+02:00,477,13,413
Hamm,2020-07-26T03:30:00+02:00,586,36,533
Heinsberg (Kreis),2020-07-26T03:30:00+02:00,1976,84,1860
Herford (Kreis),2020-07-26T03:30:00+02:00,416,7,385
Herne,2020-07-26T03:30:00+02:00,277,3,261
Hochsauerlandkreis,2020-07-26T03:30:00+02:00,699,17,609
Höxter (Kreis),2020-07-26T03:30:00+02:00,374,18,355
Kleve (Kreis),2020-07-26T03:30:00+02:00,835,37,785
Köln,2020-07-26T03:30:00+02:00,2872,106,2580
Krefeld,2020-07-26T03:30:00+02:00,701,24,651
Leverkusen,2020-07-26T03:30:00+02:00,294,5,262
Lippe (Kreis),2020-07-26T03:30:00+02:00,789,30,739
Märkischer Kreis,2020-07-26T03:30:00+02:00,679,31,605
Mettmann (Kreis),2020-07-26T03:30:00+02:00,1317,82,1095
Minden-Lübbecke (Kreis),2020-07-26T03:30:00+02:00,542,13,488
Mönchengladbach,2020-07-26T03:30:00+02:00,770,44,665
Mülheim / Ruhr,2020-07-26T03:30:00+02:00,332,14,284
Münster,2020-07-26T03:30:00+02:00,752,13,722
Oberbergischer Kreis,2020-07-26T03:30:00+02:00,514,18,486
Oberhausen,2020-07-26T03:30:00+02:00,371,11,301
Olpe (Kreis),2020-07-26T03:30:00+02:00,676,56,602
Paderborn (Kreis),2020-07-26T03:30:00+02:00,744,34,688
Recklinghausen (Kreis),2020-07-26T03:30:00+02:00,1484,41,1380
Remscheid,2020-07-26T03:30:00+02:00,261,18,228
Rhein-Erft-Kreis,2020-07-26T03:30:00+02:00,1179,76,1052
Rheinisch-Bergischer Kreis,2020-07-26T03:30:00+02:00,508,22,459
Rhein-Kreis Neuss,2020-07-26T03:30:00+02:00,859,21,784
Rhein-Sieg-Kreis,2020-07-26T03:30:00+02:00,1536,52,1420
Siegen-Wittgenstein (Kreis),2020-07-26T03:30:00+02:00,339,8,308
Soest (Kreis),2020-07-26T03:30:00+02:00,405,8,387
Solingen,2020-07-26T03:30:00+02:00,350,11,295
Steinfurt (Kreis),2020-07-26T03:30:00+02:00,1372,84,1272
Unna (Kreis),2020-07-26T03:30:00+02:00,831,39,588
Viersen (Kreis),2020-07-26T03:30:00+02:00,775,37,706
Warendorf (Kreis),2020-07-26T03:30:00+02:00,863,20,816
Wesel (Kreis),2020-07-26T03:30:00+02:00,880,27,807
Wuppertal,2020-07-26T03:30:00+02:00,1076,86,947
