Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-22T03:30:00+02:00,1991,97,1873
Bielefeld,2020-06-22T03:30:00+02:00,431,5,402
Bochum,2020-06-22T03:30:00+02:00,596,19,523
Bonn,2020-06-22T03:30:00+02:00,754,8,740
Borken (Kreis),2020-06-22T03:30:00+02:00,1111,38,1066
Bottrop,2020-06-22T03:30:00+02:00,211,7,203
Coesfeld (Kreis),2020-06-22T03:30:00+02:00,871,24,842
Dortmund,2020-06-22T03:30:00+02:00,893,9,747
Duisburg,2020-06-22T03:30:00+02:00,1411,57,1146
Düren (Kreis),2020-06-22T03:30:00+02:00,605,39,558
Düsseldorf,2020-06-22T03:30:00+02:00,1653,36,1421
Ennepe-Ruhr-Kreis,2020-06-22T03:30:00+02:00,462,14,423
Essen,2020-06-22T03:30:00+02:00,917,41,820
Euskirchen (Kreis),2020-06-22T03:30:00+02:00,473,22,441
Gelsenkirchen,2020-06-22T03:30:00+02:00,473,16,397
Gütersloh (Kreis),2020-06-22T03:30:00+02:00,1751,20,671
Hagen,2020-06-22T03:30:00+02:00,367,13,317
Hamm,2020-06-22T03:30:00+02:00,522,36,437
Heinsberg (Kreis),2020-06-22T03:30:00+02:00,1923,79,1795
Herford (Kreis),2020-06-22T03:30:00+02:00,358,7,324
Herne,2020-06-22T03:30:00+02:00,220,2,193
Hochsauerlandkreis,2020-06-22T03:30:00+02:00,616,17,591
Höxter (Kreis),2020-06-22T03:30:00+02:00,367,18,340
Kleve (Kreis),2020-06-22T03:30:00+02:00,787,37,700
Köln,2020-06-22T03:30:00+02:00,2564,102,2399
Krefeld,2020-06-22T03:30:00+02:00,648,22,615
Leverkusen,2020-06-22T03:30:00+02:00,249,5,237
Lippe (Kreis),2020-06-22T03:30:00+02:00,755,29,715
Märkischer Kreis,2020-06-22T03:30:00+02:00,611,31,567
Mettmann (Kreis),2020-06-22T03:30:00+02:00,988,79,887
Minden-Lübbecke (Kreis),2020-06-22T03:30:00+02:00,491,12,486
Mönchengladbach,2020-06-22T03:30:00+02:00,666,41,583
Mülheim / Ruhr,2020-06-22T03:30:00+02:00,234,12,204
Münster,2020-06-22T03:30:00+02:00,731,13,707
Oberbergischer Kreis,2020-06-22T03:30:00+02:00,490,18,472
Oberhausen,2020-06-22T03:30:00+02:00,273,10,254
Olpe (Kreis),2020-06-22T03:30:00+02:00,651,56,580
Paderborn (Kreis),2020-06-22T03:30:00+02:00,683,34,614
Recklinghausen (Kreis),2020-06-22T03:30:00+02:00,1335,40,1246
Remscheid,2020-06-22T03:30:00+02:00,241,18,223
Rhein-Erft-Kreis,2020-06-22T03:30:00+02:00,1110,76,1018
Rheinisch-Bergischer Kreis,2020-06-22T03:30:00+02:00,471,21,446
Rhein-Kreis Neuss,2020-06-22T03:30:00+02:00,732,20,694
Rhein-Sieg-Kreis,2020-06-22T03:30:00+02:00,1460,50,1393
Siegen-Wittgenstein (Kreis),2020-06-22T03:30:00+02:00,315,8,306
Soest (Kreis),2020-06-22T03:30:00+02:00,377,8,355
Solingen,2020-06-22T03:30:00+02:00,289,8,245
Steinfurt (Kreis),2020-06-22T03:30:00+02:00,1339,82,1241
Unna (Kreis),2020-06-22T03:30:00+02:00,730,38,588
Viersen (Kreis),2020-06-22T03:30:00+02:00,726,37,674
Warendorf (Kreis),2020-06-22T03:30:00+02:00,640,20,478
Wesel (Kreis),2020-06-22T03:30:00+02:00,674,27,588
Wuppertal,2020-06-22T03:30:00+02:00,979,85,848
