Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-06-28T23:59:00+02:00,25186,426,24700
Duisburg,5112,2021-06-28T23:59:00+02:00,28830,666,28100
Essen,5113,2021-06-28T23:59:00+02:00,26030,581,25300
Krefeld,5114,2021-06-28T23:59:00+02:00,11648,176,11300
Mönchengladbach,5116,2021-06-28T23:59:00+02:00,10990,232,10600
Mülheim / Ruhr,5117,2021-06-28T23:59:00+02:00,8448,233,8200
Oberhausen,5119,2021-06-28T23:59:00+02:00,11012,358,10600
Remscheid,5120,2021-06-28T23:59:00+02:00,6276,176,6100
Solingen,5122,2021-06-28T23:59:00+02:00,9301,194,9100
Wuppertal,5124,2021-06-28T23:59:00+02:00,20181,486,19600
Kleve (Kreis),5154,2021-06-28T23:59:00+02:00,11374,188,11100
Mettmann (Kreis),5158,2021-06-28T23:59:00+02:00,24229,762,23400
Rhein-Kreis Neuss,5162,2021-06-28T23:59:00+02:00,18221,352,17800
Viersen (Kreis),5166,2021-06-28T23:59:00+02:00,11633,309,11200
Wesel (Kreis),5170,2021-06-28T23:59:00+02:00,17721,308,17400
Bonn,5314,2021-06-28T23:59:00+02:00,14542,250,14200
Köln,5315,2021-06-28T23:59:00+02:00,53495,721,52100
Leverkusen,5316,2021-06-28T23:59:00+02:00,7975,102,7800
Aachen & Städteregion Aachen,5334,2021-06-28T23:59:00+02:00,26620,584,26000
Düren (Kreis),5358,2021-06-28T23:59:00+02:00,13651,288,13300
Rhein-Erft-Kreis,5362,2021-06-28T23:59:00+02:00,20119,406,19700
Euskirchen (Kreis),5366,2021-06-28T23:59:00+02:00,7980,240,7700
Heinsberg (Kreis),5370,2021-06-28T23:59:00+02:00,11552,370,11100
Oberbergischer Kreis,5374,2021-06-28T23:59:00+02:00,14476,249,14200
Rheinisch-Bergischer Kreis,5378,2021-06-28T23:59:00+02:00,11268,171,11100
Rhein-Sieg-Kreis,5382,2021-06-28T23:59:00+02:00,23362,542,22800
Bottrop,5512,2021-06-28T23:59:00+02:00,5376,112,5300
Gelsenkirchen,5513,2021-06-28T23:59:00+02:00,15499,408,15100
Münster,5515,2021-06-28T23:59:00+02:00,8193,121,8100
Borken (Kreis),5554,2021-06-28T23:59:00+02:00,13904,261,13600
Coesfeld (Kreis),5558,2021-06-28T23:59:00+02:00,5623,98,5500
Recklinghausen (Kreis),5562,2021-06-28T23:59:00+02:00,31692,969,30600
Steinfurt (Kreis),5566,2021-06-28T23:59:00+02:00,17034,329,16700
Warendorf (Kreis),5570,2021-06-28T23:59:00+02:00,11718,250,11400
Bielefeld,5711,2021-06-28T23:59:00+02:00,15817,344,15300
Gütersloh (Kreis),5754,2021-06-28T23:59:00+02:00,20029,317,19700
Herford (Kreis),5758,2021-06-28T23:59:00+02:00,11147,183,11000
Höxter (Kreis),5762,2021-06-28T23:59:00+02:00,5088,141,4900
Lippe (Kreis),5766,2021-06-28T23:59:00+02:00,17138,387,16700
Minden-Lübbecke (Kreis),5770,2021-06-28T23:59:00+02:00,14933,262,14700
Paderborn (Kreis),5774,2021-06-28T23:59:00+02:00,10486,158,10300
Bochum,5911,2021-06-28T23:59:00+02:00,16111,242,15800
Dortmund,5913,2021-06-28T23:59:00+02:00,28260,392,27800
Hagen,5914,2021-06-28T23:59:00+02:00,12504,322,12000
Hamm,5915,2021-06-28T23:59:00+02:00,10329,198,10100
Herne,5916,2021-06-28T23:59:00+02:00,9499,270,9200
Ennepe-Ruhr-Kreis,5954,2021-06-28T23:59:00+02:00,13460,362,13100
Hochsauerlandkreis,5958,2021-06-28T23:59:00+02:00,9793,200,9600
Märkischer Kreis,5962,2021-06-28T23:59:00+02:00,20921,412,20300
Olpe (Kreis),5966,2021-06-28T23:59:00+02:00,5841,162,5700
Siegen-Wittgenstein (Kreis),5970,2021-06-28T23:59:00+02:00,11705,176,11500
Soest (Kreis),5974,2021-06-28T23:59:00+02:00,8738,188,8500
Unna (Kreis),5978,2021-06-28T23:59:00+02:00,18972,489,18400
