Kommune,Timestamp,Recovered
Altomünster,2021-06-03T11:13:23+02:00,405
Bergkirchen,2021-06-03T11:13:23+02:00,366
Dachau,2021-06-03T11:13:23+02:00,2498
Erdweg,2021-06-03T11:13:23+02:00,314
Haimhausen,2021-06-03T11:13:23+02:00,223
Hebertshausen,2021-06-03T11:13:23+02:00,220
Hilgertshausen-Tandern,2021-06-03T11:13:23+02:00,149
Karlsfeld,2021-06-03T11:13:23+02:00,1391
Markt Indersdorf,2021-06-03T11:13:23+02:00,570
Odelzhausen,2021-06-03T11:13:23+02:00,243
Petershausen,2021-06-03T11:13:23+02:00,258
Pfaffenhofen a.d. Glonn,2021-06-03T11:13:23+02:00,93
Röhrmoos,2021-06-03T11:13:23+02:00,402
Schwabhausen,2021-06-03T11:13:23+02:00,300
Sulzemoos,2021-06-03T11:13:23+02:00,128
Vierkirchen,2021-06-03T11:13:23+02:00,232
Weichs,2021-06-03T11:13:23+02:00,177
