Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-07-08T16:30:00+02:00,89,87
Bergkirchen,2020-07-08T16:30:00+02:00,65,60
Dachau,2020-07-08T16:30:00+02:00,221,212
Erdweg,2020-07-08T16:30:00+02:00,27,26
Haimhausen,2020-07-08T16:30:00+02:00,29,29
Hebertshausen,2020-07-08T16:30:00+02:00,27,26
Hilgertshausen-Tandern,2020-07-08T16:30:00+02:00,14,14
Karlsfeld,2020-07-08T16:30:00+02:00,142,135
Markt Indersdorf,2020-07-08T16:30:00+02:00,59,56
Odelzhausen,2020-07-08T16:30:00+02:00,21,19
Petershausen,2020-07-08T16:30:00+02:00,31,30
Pfaffenhofen a.d. Glonn,2020-07-08T16:30:00+02:00,8,8
Röhrmoos,2020-07-08T16:30:00+02:00,114,107
Schwabhausen,2020-07-08T16:30:00+02:00,30,29
Sulzemoos,2020-07-08T16:30:00+02:00,12,11
Vierkirchen,2020-07-08T16:30:00+02:00,31,30
Weichs,2020-07-08T16:30:00+02:00,18,18
