Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-13T21:20:00+02:00,94,92
Bergkirchen,2020-10-13T21:20:00+02:00,80,67
Dachau,2020-10-13T21:20:00+02:00,390,360
Erdweg,2020-10-13T21:20:00+02:00,35,33
Haimhausen,2020-10-13T21:20:00+02:00,37,34
Hebertshausen,2020-10-13T21:20:00+02:00,35,31
Hilgertshausen-Tandern,2020-10-13T21:20:00+02:00,17,16
Karlsfeld,2020-10-13T21:20:00+02:00,243,215
Markt Indersdorf,2020-10-13T21:20:00+02:00,74,72
Odelzhausen,2020-10-13T21:20:00+02:00,24,22
Petershausen,2020-10-13T21:20:00+02:00,36,33
Pfaffenhofen a.d. Glonn,2020-10-13T21:20:00+02:00,9,9
Röhrmoos,2020-10-13T21:20:00+02:00,142,122
Schwabhausen,2020-10-13T21:20:00+02:00,49,45
Sulzemoos,2020-10-13T21:20:00+02:00,20,14
Vierkirchen,2020-10-13T21:20:00+02:00,36,35
Weichs,2020-10-13T21:20:00+02:00,28,25
