Kommune,Timestamp,Confirmed
Aschheim,2021-07-29T00:00:00+02:00,453
Aying,2021-07-29T00:00:00+02:00,196
Baierbrunn,2021-07-29T00:00:00+02:00,126
Brunnthal,2021-07-29T00:00:00+02:00,182
Feldkirchen,2021-07-29T00:00:00+02:00,253
Garching b. München,2021-07-29T00:00:00+02:00,854
Gräfelfing,2021-07-29T00:00:00+02:00,560
Grasbrunn,2021-07-29T00:00:00+02:00,216
Grünwald,2021-07-29T00:00:00+02:00,510
Haar,2021-07-29T00:00:00+02:00,1473
Hohenbrunn,2021-07-29T00:00:00+02:00,257
Höhenkirchen-Siegertsbrunn,2021-07-29T00:00:00+02:00,419
Ismaning,2021-07-29T00:00:00+02:00,685
Kirchheim b. München,2021-07-29T00:00:00+02:00,440
Neubiberg,2021-07-29T00:00:00+02:00,565
Neuried,2021-07-29T00:00:00+02:00,332
Oberhaching,2021-07-29T00:00:00+02:00,645
Oberschleißheim,2021-07-29T00:00:00+02:00,558
Ottobrunn,2021-07-29T00:00:00+02:00,1046
Planegg,2021-07-29T00:00:00+02:00,452
Pullach im Isartal,2021-07-29T00:00:00+02:00,491
Putzbrunn,2021-07-29T00:00:00+02:00,293
Sauerlach,2021-07-29T00:00:00+02:00,254
Schäftlarn,2021-07-29T00:00:00+02:00,199
Straßlach-Dingharting,2021-07-29T00:00:00+02:00,110
Taufkirchen,2021-07-29T00:00:00+02:00,903
Unterföhring,2021-07-29T00:00:00+02:00,499
Unterhaching,2021-07-29T00:00:00+02:00,1007
Unterschleißheim,2021-07-29T00:00:00+02:00,1448
