Kommune,Timestamp,Confirmed
Aschheim,2020-09-02T14:45:00+02:00,48
Aying,2020-09-02T14:45:00+02:00,31
Baierbrunn,2020-09-02T14:45:00+02:00,14
Brunnthal,2020-09-02T14:45:00+02:00,14
Feldkirchen,2020-09-02T14:45:00+02:00,16
Garching b. München,2020-09-02T14:45:00+02:00,97
Gräfelfing,2020-09-02T14:45:00+02:00,63
Grasbrunn,2020-09-02T14:45:00+02:00,23
Grünwald,2020-09-02T14:45:00+02:00,64
Haar,2020-09-02T14:45:00+02:00,112
Hohenbrunn,2020-09-02T14:45:00+02:00,32
Höhenkirchen-Siegertsbrunn,2020-09-02T14:45:00+02:00,36
Ismaning,2020-09-02T14:45:00+02:00,101
Kirchheim b. München,2020-09-02T14:45:00+02:00,57
Neubiberg,2020-09-02T14:45:00+02:00,58
Neuried,2020-09-02T14:45:00+02:00,37
Oberhaching,2020-09-02T14:45:00+02:00,86
Oberschleißheim,2020-09-02T14:45:00+02:00,53
Ottobrunn,2020-09-02T14:45:00+02:00,89
Planegg,2020-09-02T14:45:00+02:00,95
Pullach im Isartal,2020-09-02T14:45:00+02:00,39
Putzbrunn,2020-09-02T14:45:00+02:00,17
Sauerlach,2020-09-02T14:45:00+02:00,25
Schäftlarn,2020-09-02T14:45:00+02:00,22
Straßlach-Dingharting,2020-09-02T14:45:00+02:00,11
Taufkirchen,2020-09-02T14:45:00+02:00,83
Unterföhring,2020-09-02T14:45:00+02:00,47
Unterhaching,2020-09-02T14:45:00+02:00,187
Unterschleißheim,2020-09-02T14:45:00+02:00,174
