Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-06-04 14:07:47.363989+00:00,499
E09000003,Barnet,London,2020-06-04 14:07:47.363989+00:00,1299
E08000025,Birmingham,West Midlands,2020-06-04 14:07:47.363989+00:00,3251
E08000001,Bolton,North West,2020-06-04 14:07:47.363989+00:00,1028
E09000005,Brent,London,2020-06-04 14:07:47.363989+00:00,1477
E09000007,Camden,London,2020-06-04 14:07:47.363989+00:00,629
E06000056,Central Bedfordshire,East of England,2020-06-04 14:07:47.363989+00:00,653
E06000050,Cheshire West and Chester,North West,2020-06-04 14:07:47.363989+00:00,1164
E06000005,Darlington,North East,2020-06-04 14:07:47.363989+00:00,393
E09000009,Ealing,London,2020-06-04 14:07:47.363989+00:00,1207
E09000012,Hackney,London,2020-06-04 14:07:47.363989+00:00,653
E09000015,Harrow,London,2020-06-04 14:07:47.363989+00:00,1034
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,744
E10000017,Lancashire,North West,2020-06-04 14:07:47.363989+00:00,3669
E08000035,Leeds,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,1846
E09000023,Lewisham,London,2020-06-04 14:07:47.363989+00:00,989
E08000012,Liverpool,North West,2020-06-04 14:07:47.363989+00:00,1633
E06000002,Middlesbrough,North East,2020-06-04 14:07:47.363989+00:00,679
E06000042,Milton Keynes,South East,2020-06-04 14:07:47.363989+00:00,510
E10000023,North Yorkshire,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,1313
E06000018,Nottingham,East Midlands,2020-06-04 14:07:47.363989+00:00,613
E06000026,Plymouth,South West,2020-06-04 14:07:47.363989+00:00,360
E06000038,Reading,South East,2020-06-04 14:07:47.363989+00:00,587
E08000006,Salford,North West,2020-06-04 14:07:47.363989+00:00,940
E08000014,Sefton,North West,2020-06-04 14:07:47.363989+00:00,937
E06000051,Shropshire,West Midlands,2020-06-04 14:07:47.363989+00:00,804
E06000039,Slough,South East,2020-06-04 14:07:47.363989+00:00,453
E10000027,Somerset,South West,2020-06-04 14:07:47.363989+00:00,757
E08000007,Stockport,North West,2020-06-04 14:07:47.363989+00:00,1055
E06000004,Stockton-on-Tees,North East,2020-06-04 14:07:47.363989+00:00,611
E08000024,Sunderland,North East,2020-06-04 14:07:47.363989+00:00,1382
E06000007,Warrington,North West,2020-06-04 14:07:47.363989+00:00,776
E10000032,West Sussex,South East,2020-06-04 14:07:47.363989+00:00,1332
E06000054,Wiltshire,South West,2020-06-04 14:07:47.363989+00:00,538
E06000040,Windsor and Maidenhead,South East,2020-06-04 14:07:47.363989+00:00,293
E08000015,Wirral,North West,2020-06-04 14:07:47.363989+00:00,1308
E06000055,Bedford,East of England,2020-06-04 14:07:47.363989+00:00,653
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-06-04 14:07:47.363989+00:00,483
E06000036,Bracknell Forest,South East,2020-06-04 14:07:47.363989+00:00,258
E06000023,"Bristol, City of",South West,2020-06-04 14:07:47.363989+00:00,708
E10000002,Buckinghamshire,South East,2020-06-04 14:07:47.363989+00:00,1014
E06000049,Cheshire East,North West,2020-06-04 14:07:47.363989+00:00,1252
E09000001,City of London,London,2020-06-04 14:07:47.363989+00:00,18
E06000052,Cornwall and Isles of Scilly,South West,2020-06-04 14:07:47.363989+00:00,578
E09000008,Croydon,London,2020-06-04 14:07:47.363989+00:00,1512
E10000008,Devon,South West,2020-06-04 14:07:47.363989+00:00,821
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,927
E10000011,East Sussex,South East,2020-06-04 14:07:47.363989+00:00,729
E09000011,Greenwich,London,2020-06-04 14:07:47.363989+00:00,702
E09000014,Haringey,London,2020-06-04 14:07:47.363989+00:00,597
E06000001,Hartlepool,North East,2020-06-04 14:07:47.363989+00:00,336
E09000016,Havering,London,2020-06-04 14:07:47.363989+00:00,713
E06000019,"Herefordshire, County of",West Midlands,2020-06-04 14:07:47.363989+00:00,448
E09000017,Hillingdon,London,2020-06-04 14:07:47.363989+00:00,785
E09000020,Kensington and Chelsea,London,2020-06-04 14:07:47.363989+00:00,499
E08000034,Kirklees,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,762
E06000016,Leicester,East Midlands,2020-06-04 14:07:47.363989+00:00,915
E09000024,Merton,London,2020-06-04 14:07:47.363989+00:00,697
E09000025,Newham,London,2020-06-04 14:07:47.363989+00:00,1004
E10000020,Norfolk,East of England,2020-06-04 14:07:47.363989+00:00,2187
E08000022,North Tyneside,North East,2020-06-04 14:07:47.363989+00:00,621
E10000021,Northamptonshire,East Midlands,2020-06-04 14:07:47.363989+00:00,1552
E08000004,Oldham,North West,2020-06-04 14:07:47.363989+00:00,1092
E06000003,Redcar and Cleveland,North East,2020-06-04 14:07:47.363989+00:00,426
E06000017,Rutland,East Midlands,2020-06-04 14:07:47.363989+00:00,35
E08000029,Solihull,West Midlands,2020-06-04 14:07:47.363989+00:00,669
E09000028,Southwark,London,2020-06-04 14:07:47.363989+00:00,1274
E08000013,St. Helens,North West,2020-06-04 14:07:47.363989+00:00,754
E10000029,Suffolk,East of England,2020-06-04 14:07:47.363989+00:00,1530
E06000034,Thurrock,East of England,2020-06-04 14:07:47.363989+00:00,339
E09000030,Tower Hamlets,London,2020-06-04 14:07:47.363989+00:00,635
E09000031,Waltham Forest,London,2020-06-04 14:07:47.363989+00:00,769
E09000033,Westminster,London,2020-06-04 14:07:47.363989+00:00,659
E06000041,Wokingham,South East,2020-06-04 14:07:47.363989+00:00,449
E09000004,Bexley,London,2020-06-04 14:07:47.363989+00:00,727
E06000008,Blackburn with Darwen,North West,2020-06-04 14:07:47.363989+00:00,413
E06000009,Blackpool,North West,2020-06-04 14:07:47.363989+00:00,654
E08000032,Bradford,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,1345
E06000043,Brighton and Hove,South East,2020-06-04 14:07:47.363989+00:00,457
E10000003,Cambridgeshire,East of England,2020-06-04 14:07:47.363989+00:00,1202
E06000047,County Durham,North East,2020-06-04 14:07:47.363989+00:00,2022
E08000026,Coventry,West Midlands,2020-06-04 14:07:47.363989+00:00,818
E10000006,Cumbria,North West,2020-06-04 14:07:47.363989+00:00,2232
E06000015,Derby,East Midlands,2020-06-04 14:07:47.363989+00:00,592
E08000017,Doncaster,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,846
E08000027,Dudley,West Midlands,2020-06-04 14:07:47.363989+00:00,881
E08000037,Gateshead,North East,2020-06-04 14:07:47.363989+00:00,1008
E06000006,Halton,North West,2020-06-04 14:07:47.363989+00:00,408
E09000013,Hammersmith and Fulham,London,2020-06-04 14:07:47.363989+00:00,666
E10000015,Hertfordshire,East of England,2020-06-04 14:07:47.363989+00:00,2905
E09000018,Hounslow,London,2020-06-04 14:07:47.363989+00:00,732
E06000046,Isle of Wight,South East,2020-06-04 14:07:47.363989+00:00,200
E10000016,Kent,South East,2020-06-04 14:07:47.363989+00:00,5110
E09000021,Kingston upon Thames,London,2020-06-04 14:07:47.363989+00:00,524
E08000011,Knowsley,North West,2020-06-04 14:07:47.363989+00:00,675
E10000018,Leicestershire,East Midlands,2020-06-04 14:07:47.363989+00:00,1329
E06000032,Luton,East of England,2020-06-04 14:07:47.363989+00:00,777
E06000035,Medway,South East,2020-06-04 14:07:47.363989+00:00,770
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,157
E06000024,North Somerset,South West,2020-06-04 14:07:47.363989+00:00,462
E09000026,Redbridge,London,2020-06-04 14:07:47.363989+00:00,758
E09000027,Richmond upon Thames,London,2020-06-04 14:07:47.363989+00:00,411
E08000005,Rochdale,North West,2020-06-04 14:07:47.363989+00:00,815
E08000023,South Tyneside,North East,2020-06-04 14:07:47.363989+00:00,746
E06000045,Southampton,South East,2020-06-04 14:07:47.363989+00:00,593
E10000030,Surrey,South East,2020-06-04 14:07:47.363989+00:00,2937
E06000027,Torbay,South West,2020-06-04 14:07:47.363989+00:00,221
E09000032,Wandsworth,London,2020-06-04 14:07:47.363989+00:00,999
E06000037,West Berkshire,South East,2020-06-04 14:07:47.363989+00:00,380
E08000010,Wigan,North West,2020-06-04 14:07:47.363989+00:00,1212
E08000031,Wolverhampton,West Midlands,2020-06-04 14:07:47.363989+00:00,1006
E08000016,Barnsley,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,983
E06000022,Bath and North East Somerset,South West,2020-06-04 14:07:47.363989+00:00,235
E09000006,Bromley,London,2020-06-04 14:07:47.363989+00:00,1282
E08000033,Calderdale,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,296
E10000007,Derbyshire,East Midlands,2020-06-04 14:07:47.363989+00:00,1716
E06000059,Dorset,South West,2020-06-04 14:07:47.363989+00:00,365
E09000010,Enfield,London,2020-06-04 14:07:47.363989+00:00,886
E10000012,Essex,East of England,2020-06-04 14:07:47.363989+00:00,3264
E10000013,Gloucestershire,South West,2020-06-04 14:07:47.363989+00:00,1376
E10000014,Hampshire,South East,2020-06-04 14:07:47.363989+00:00,3347
E09000019,Islington,London,2020-06-04 14:07:47.363989+00:00,462
E09000022,Lambeth,London,2020-06-04 14:07:47.363989+00:00,1213
E10000019,Lincolnshire,East Midlands,2020-06-04 14:07:47.363989+00:00,1120
E08000003,Manchester,North West,2020-06-04 14:07:47.363989+00:00,1607
E08000021,Newcastle upon Tyne,North East,2020-06-04 14:07:47.363989+00:00,1064
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,519
E06000057,Northumberland,North East,2020-06-04 14:07:47.363989+00:00,1026
E10000024,Nottinghamshire,East Midlands,2020-06-04 14:07:47.363989+00:00,1434
E10000025,Oxfordshire,South East,2020-06-04 14:07:47.363989+00:00,2084
E06000031,Peterborough,East of England,2020-06-04 14:07:47.363989+00:00,436
E06000044,Portsmouth,South East,2020-06-04 14:07:47.363989+00:00,320
E08000018,Rotherham,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,991
E08000028,Sandwell,West Midlands,2020-06-04 14:07:47.363989+00:00,1041
E08000019,Sheffield,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,2551
E06000033,Southend-on-Sea,East of England,2020-06-04 14:07:47.363989+00:00,405
E10000028,Staffordshire,West Midlands,2020-06-04 14:07:47.363989+00:00,2277
E09000029,Sutton,London,2020-06-04 14:07:47.363989+00:00,752
E06000030,Swindon,South West,2020-06-04 14:07:47.363989+00:00,458
E08000008,Tameside,North West,2020-06-04 14:07:47.363989+00:00,751
E06000020,Telford and Wrekin,West Midlands,2020-06-04 14:07:47.363989+00:00,362
E08000009,Trafford,North West,2020-06-04 14:07:47.363989+00:00,835
E08000030,Walsall,West Midlands,2020-06-04 14:07:47.363989+00:00,1093
E10000031,Warwickshire,West Midlands,2020-06-04 14:07:47.363989+00:00,1487
E10000034,Worcestershire,West Midlands,2020-06-04 14:07:47.363989+00:00,1409
E06000014,York,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,462
E08000002,Bury,North West,2020-06-04 14:07:47.363989+00:00,774
E06000025,South Gloucestershire,South West,2020-06-04 14:07:47.363989+00:00,404
E06000021,Stoke-on-Trent,West Midlands,2020-06-04 14:07:47.363989+00:00,803
E08000036,Wakefield,Yorkshire and The Humber,2020-06-04 14:07:47.363989+00:00,759
